"","NAME","WEB_URL","ADDRESS","�..X","Y","OBJECTID","RELIGION","XCOORD","YCOORD","PLACE_OF_WORSHIP","Is_Place_Of_Worship","GIS_ID","ADDRID","denomination","manual_lookup"
"495","PEOPLES CONGREGATIONAL UCC","","4704 13TH ST NW",-77.0301334375926,38.9472686597993,407,"CHRISTIAN",397388.04,142152.09,"CHURCHES",1,"",NA,"PROTESTANT - UNITED CHURCH",NA
"496","PERFECTION OF THE SAINTS","","6041 DIX ST NE",-76.9138635813144,38.8942840834368,331,"CHRISTIAN",407472.6,136273.45,"CHURCHES",1,"",NA,"",""
"497","PETWORTH UNITED METHODIST CHR","UMC.ORG","32 GRANT CIR NW",-77.0200758990513,38.9427038895034,486,"CHRISTIAN",398259.78,141645.12,"CHURCHES",1,"",NA,"METHODIST",NA
"498","PILGRIM A M E OUTREACH CHURCH","","612 17TH ST NE",-76.9802942840976,38.8973989128846,85,"CHRISTIAN",401709.61,136615.88,"CHURCHES",1,"",NA,"METHODIST",NA
"499","PILGRIM AME","","1673 ROSEDALE ST NE",-76.9801991485602,38.8970966661561,530,"CHRISTIAN",401717.87,136582.33,"CHURCHES",1,"",NA,"METHODIST",NA
"500","PILGRIM BAPTIST CHURCH","PILGRIMBAPTISTDC.ORG","700 I ST NE",-76.9959602960079,38.9015374144826,86,"CHRISTIAN",400350.61,137075.11,"CHURCHES",1,"",NA,"BAPTIST",NA
"501","PILGRIM REST BAPTIST CHURCH","PILGRIMRESTBAPTISTDC.ORG","4611 SHERIFF RD NE",-76.9359794291546,38.9025465364556,332,"CHRISTIAN",405553.39,137189.07,"CHURCHES",1,"",NA,"BAPTIST",NA
"502","PLEASANT GROVE BAPTIST CHURCH","","1800 HAMLIN ST NE",-76.9789250477975,38.9285073521635,265,"CHRISTIAN",401827.59,140069.2,"CHURCHES",1,"",NA,"BAPTIST",NA
"503","PLEASANT LANE BAPTIST CHURCH","","501 E STREET SOUTHEAST",-76.9992755732113,38.8825243378541,756,"CHRISTIAN",400063.0625,134964.5,"CHURCHES",1,"",NA,"BAPTIST",NA
"504","PLYMOUTH CONGREGATIONAL CHURCH","PLYMOUTH-UCC.ORG","5301 N CAPITOL ST NE",-77.008726887747,38.9551819331778,398,"CHRISTIAN",399243.78,143030.14,"CHURCHES",1,"",NA,"CONGREGATIONAL","CONGREGATIONAL"
"505","POOR CLARES OF PERPETUAL ADRTN","","3900 13TH ST NE",-76.9887269789354,38.9374514336771,340,"CHRISTIAN",400977.55,141061.92,"CONVENTS & MONASTERIES",1,"",NA,"",""
"506","POTOMAC BAPTIST CHURCH","","3340 MINNESOTA AVE SE",-76.9589721376243,38.8822118223276,230,"CHRISTIAN",403560,134930.61,"CHURCHES",1,"",NA,"BAPTIST",NA
"507","Praise Temple Church Of Christ","","4211 9TH STREET NW",-77.0247764272332,38.9422987856748,670,"CHRISTIAN",397852.27,141600.25,"CHURCHES",1,"pow_959",284852,"",""
"508","Progress For Christ Baptist","http://www.progressforchrist.org/","501 E STREET SE",-76.999259241828,38.8825177436119,623,"CHRISTIAN",400064.47,134963.77,"CHURCHES",1,"pow_611",15241,"BAPTIST",NA
"509","Progressive Pentecostal (Purity)","","3406 18TH STREET NE",-76.9797987209689,38.9323553160226,672,"CHRISTIAN",401751.74,140496.34,"CHURCHES",1,"pow_721",35162,"PENTACOST",NA
"510","PROMISED LAND BAPTIST CHURCH","THEPLBC.ORG","401 VAN BUREN ST NW",-77.0182467852263,38.9702202047829,426,"CHRISTIAN",398418.96,144699.65,"CHURCHES",1,"",NA,"BAPTIST",NA
"511","PROTESTANT EPISCOPAL CATHEDRAL","CATHEDRAL.ORG","3101 WISCONSIN AVENUE NW",-77.0721391340715,38.931431083663,566,"CHRISTIAN",393745.33,140396.02,"CHURCHES",1,"",NA,"EPISCOPAL",NA
"512","Providence Baptist","","526 15TH STREET SE",-76.9834148498774,38.8820384934932,671,"CHRISTIAN",401439.22,134910.7,"CHURCHES",1,"pow_960",308993,"BAPTIST",NA
"513","PURITY BAPTIST CHURCH","PURITYBAPTISTDC.ORG","1325 MARYLAND AVE NE",-76.9872780195076,38.8981646020768,72,"CHRISTIAN",401103.78,136700.77,"CHURCHES",1,"",NA,"BAPTIST",NA
"514","PURITY PENTECOSTAL MINISTRY","","3400 18TH ST NE",-76.9798040544858,38.9322559553185,328,"CHRISTIAN",401751.28,140485.31,"CHURCHES",1,"",NA,"PENTACOST",NA
"515","RANDALL MEMORIAL METHODIST CHR","RANDALLUMC.ORG","1002 46TH ST NE",-76.9368092475971,38.9030793821776,274,"CHRISTIAN",405481.37,137248.17,"CHURCHES",1,"",NA,"METHODIST",NA
"516","RAYCROW APOSTLE D","","614 EMMANUEL CT NW",-77.0208903622349,38.906781630957,538,"CHRISTIAN",398188.26,137657.46,"CHURCHES",1,"",NA,"",""
"517","RCCG NEW WINE ASSEMBLY","RCCGNEWWINEASSEMBLY.ORG","1515 KENILWORTH AVE NE # B",-76.9355113246202,38.9098629529707,275,"CHRISTIAN",405593.42,138001.28,"CHURCHES",1,"",NA,"",""
"518","READING FOR NASAA ASSEMBLY","NASPAA.ORG","1120 G ST NW",-77.027740819725,38.8981416414489,555,"CHRISTIAN",397593.79,136698.51,"CHURCHES",1,"",NA,"",""
"519","REDEEMER CITY CHURCH OF FL INC","","4200 13TH ST NE",-76.9885572196624,38.9408902437394,597,"CHRISTIAN",400992.22,141443.66,"CHURCHES",1,"",NA,"",""
"520","REDEEMING LOVE CHRISTIAN CTR","","4611 NANNIE HELEN BURROUGHS AV",-76.9358042149638,38.8991928076357,242,"CHRISTIAN",405568.85,136816.79,"CHURCHES",1,"",NA,"",""
"521","REFUGE TEMPLE","","420 56TH ST NE",-76.9207852364474,38.8956455528324,243,"CHRISTIAN",406872.01,136424.04,"CHURCHES",1,"",NA,"",""
"522","REHOBOTH BAPTIST CHURCH","RBCDC.ORG","621 ALABAMA AVE SE",-76.997044202641,38.843013181949,522,"CHRISTIAN",400256.8,130578.48,"CHURCHES",1,"",NA,"BAPTIST",NA
"523","RELIGIOUS THE SACRED HEART","","821 VARNUM ST NE",-76.9943772860474,38.9415407067965,348,"CHRISTIAN",400487.65,141515.82,"CHURCHES",1,"",NA,"",""
"524","REMNANT COMMUNITY CHURCH","REMNANTCOMMUNITYCHURCH.ORG","4101 1ST ST SE",-77.0061056619826,38.8300563757626,523,"CHRISTIAN",399470.05,129140.2,"CHURCHES",1,"",NA,"",""
"525","REORGANIZED CHURCH-JESUS CHRST","COFCHRISTDC.ORG","3526 MASSACHUSETTS AVE NW",-77.0693497536593,38.9253254941978,193,"CHRISTIAN",393986.67,139718.06,"CHURCHES",1,"",NA,"COMMUNITY OF CHRIST","COMMUNITY OF CHRIST"
"526","RESTORATION CHURCH","RESTORATIONCHURCHDC.COM","3950 CHESAPEAKE ST NW",-77.0778059969116,38.9435719895823,422,"CHRISTIAN",393255.13,141744.17,"CHURCHES",1,"",NA,"",""
"527","RESTORATION TEMPLE MINISTRIES","","1839 CHANNING ST NE",-76.977673093203,38.9220962595222,557,"CHRISTIAN",401936.32,139357.54,"CHURCHES",1,"",NA,"",""
"528","RESURRECTION BAPTIST CHURCH","RESURRECTIONBC.COM","3501 MARTIN LUTHER KING JR AVE",-77.0046654593397,38.8404146386918,524,"CHRISTIAN",399595.16,130290.03,"CHURCHES",1,"",NA,"BAPTIST",NA
"529","Resurrection Church of God in Christ","","3516 18TH STREET NE",-76.9798638408218,38.933736480688,673,"CHRISTIAN",401746.06,140649.66,"CHURCHES",1,"pow_725",33828,"",""
"530","REVELATION KNOWLEDGE CHRISTIAN","","801 44TH ST NE",-76.9388737087758,38.9009061328977,246,"CHRISTIAN",405302.46,137006.8,"CHURCHES",1,"",NA,"",""
"531","REVIVAL TEMPLE FULL GOSPEL CHR","REVIVALTEMPLECHURCH.ORG","2431 SHANNON PL SE",-76.9945881022977,38.8630472184003,357,"CHRISTIAN",400469.89,132802.41,"CHURCHES",1,"",NA,"BAPTIST",NA
"532","RHEMA CHRISTIAN CTR CHURCH","RHEMACHRISTIANCENTER.ORG","1825 MICHIGAN AVE NE",-76.978258476051,38.9446934329279,266,"CHRISTIAN",401884.96,141866.01,"CHURCHES",1,"",NA,"",""
"533","Riggs Park Baptist","","5998 CHILLUM PLACE NE",-77.007398864104,38.9630970424368,649,"CHRISTIAN",399358.96,143908.78,"CHURCHES",1,"pow_251",285291,"BAPTIST",NA
"534","RIGHTEOUS BRANCH COMMANDMENT","","141 XENIA ST SW",-77.0097427540764,38.834672605794,469,"CHRISTIAN",399154.3,129652.66,"CHURCHES",1,"",NA,"",""
"535","RIGHTEOUS CHURCH OF GOD","RCGMINISTRIES.ORG","616 56TH ST NE",-76.9210839655594,38.8977872244818,330,"CHRISTIAN",406845.89,136661.76,"CHURCHES",1,"",NA,"CHURCH OF GOD – CONGREGATIONALIST","CHURCH OF GOD – CONGREGATIONALIST"
"536","RISING SUN BAPTIST CHURCH","RISINGSUNDC.ORG","3126 SOUTH DAKOTA AVE NE",-76.9714558359641,38.9307899142355,278,"CHRISTIAN",402475.16,140322.76,"CHURCHES",1,"",NA,"BAPTIST",NA
"537","RIVER CITY CHURCH","RIVERCITYCH.COM","5312 CONNECTICUT AVE NW",-77.0726521922046,38.9593318629589,572,"CHRISTIAN",393703.31,143493.29,"CHURCHES",1,"",NA,"",""
"538","RIVERSIDE BAPTIST CHURCH","RIVERSIDEDC.ORG","699 MAINE AVE SW",-77.0228520142039,38.877817273158,517,"CHRISTIAN",398017.31,134442.23,"CHURCHES",1,"",NA,"BAPTIST",NA
"539","RUSSIAN ORTHODOX CHURCH","STJOHNDC.ORG","4001 17TH ST NW",-77.0378050408433,38.940164116116,491,"CHRISTIAN",396722.69,141363.67,"CHURCHES",1,"",NA,"EASTERN ORTHODOX",NA
"540","RYLAND-EPWORTH UNITED MTHDST","","3200 S ST SE",-76.9597140528483,38.8682766258999,346,"CHRISTIAN",403496.31,133383.67,"CHURCHES",1,"",NA,"METHODIST",NA
"541","SACRED HEART OF JESUS INTL","","1201 I ST NE",-76.990017785979,38.901131231431,76,"CHRISTIAN",400866.08,137030.06,"CHURCHES",1,"",NA,"BAPTIST","BAPTIST"
"542","Sacred Heart Spiritual Church","","721 48TH STREET NE",-76.9335453867741,38.8995840389821,637,"CHRISTIAN",405764.76,136860.36,"CHURCHES",1,"pow_543",77706,"CATHOLIC","CATHOLIC"
"543","SAFE HAVEN OUTREACH MINISTRY","SAFEHAVENOUTREACHMINISTRY.ORG","1140 N CAPITOL ST NW # 924",-77.0094895176179,38.9051275587138,77,"CHRISTIAN",399177.1,137473.68,"CHURCHES",1,"",NA,"",""
"544","SAINT ALBANS EPISCOPAL CHURCH","STALBANSDC.ORG","3001 WISCONSIN AVENUE NORTHWEST",-77.0722540132474,38.9294697498793,727,"CHRISTIAN",393735.1875,140178.296875,"CHURCHES",1,"",NA,"EPISCOPAL",NA
"545","SAINT ANN'S CATHOLIC CHURCH","STANNDC.ORG","4001 YUMA STREET NORTHWEST",-77.079723002278,38.9465611072495,724,"CHRISTIAN",393089.21875,142076.125,"CHURCHES",1,"",NA,"CATHOLIC",NA
"546","SAINT AUGUSTINE ROMAN CATHOLIC CHURCH","SAINTAUGUSTINE-DC.ORG","1419 V STREET NORTHWEST",-77.034064493481,38.9183477908731,734,"CHRISTIAN",397046.0625,138941.75,"CHURCHES",1,"",NA,"CATHOLIC",NA
"547","SAINT AUGUSTINES EPISCOPAL CHURCH","STAUGUSTINESDC.ORG","555 WATER STREET SOUTHWEST",-77.0202708771743,38.8760578062423,758,"CHRISTIAN",398241.21875,134246.859375,"CHURCHES",1,"",NA,"EPISCOPAL",NA
"548","SAINT BENEDICT THE MOOR","STBENMOORDC.ORG","320 21ST STREET NORTHEAST",-76.9754503794637,38.8938556080155,742,"CHRISTIAN",402129.90625,136222.640625,"CHURCHES",1,"",NA,"",""
"549","SAINT BLAISE CHURCH","","4835 MACARTHUR BOULEVARD NORTHWEST",-77.0947989663807,38.9163124691032,722,"CHRISTIAN",391778.84375,138719.515625,"CHURCHES",1,"",NA,"",""
"550","SAINT CHARLES BAPTIST CHURCH","","4410 GEORGIA AVENUE NORTHEAST",-77.0265002806539,38.9442847801527,752,"CHRISTIAN",397702.875,141820.75,"CHURCHES",1,"",NA,"BAPTIST",NA
"551","SAINT COLUMBAS EPISCOPAL CHURCH","COLUMBA.ORG","4201 ALBEMARLE STREET NORTHWEST",-77.0823452994798,38.9483744947812,726,"CHRISTIAN",392862.09375,142277.640625,"CHURCHES",1,"",NA,"EPISCOPAL",NA
"552","SAINT DAVIDS EPISCOPAL CHURCH","STDAVIDSDC.ORG","5150 MACOMB STREET NORTHWEST",-77.1059349798504,38.9322894040127,721,"CHRISTIAN",390815.15625,140494.15625,"CHURCHES",1,"",NA,"EPISCOPAL",NA
"553","SAINT FRANCES XAVIER CHURCH","STFRANCISXAVIERDC.ORG","2800 PENNSYLVANIA AVENUE SOUTHEAST",-76.9672375353381,38.8725192273596,733,"CHRISTIAN",402843.25,133854.375,"CHURCHES",1,"",NA,"",""
"554","SAINT FRANCIS DE SALES CATHOLIC CHURCH","","2015 RHODE ISLAND AVENUE NORTHEAST",-76.9754792457742,38.9290662854724,773,"CHRISTIAN",402126.34375,140131.328125,"CHURCHES",1,"",NA,"CATHOLIC",NA
"555","Saint Job Baptist Church","","620 G STREET NE",-76.997714887865,38.8990997097068,718,"CHRISTIAN",400198.42,136804.5,"CHURCHES",1,"pow_944",3889,"BAPTIST",NA
"556","Saint John's Church Of God","","1301 H STREET NE",-76.9880944710818,38.8999627571532,634,"CHRISTIAN",401032.93,136900.37,"CHURCHES",1,"pow_440",68809,"",""
"557","SAINT JOSEPHS ON CAPITOL HILL ROMAN CATHOLIC CHURCH","ST-JOSEPHS.ORG","313 2ND STREET NORTHEAST",-77.0031762387712,38.8938128949784,736,"CHRISTIAN",399724.65625,136217.625,"CHURCHES",1,"",NA,"CATHOLIC",NA
"558","SAINT MARKS EPISCOPAL CHURCH","","301 A STREET SOUTHEAST",-77.00174554646,38.8883924420506,754,"CHRISTIAN",399848.75,135615.90625,"CHURCHES",1,"",NA,"EPISCOPAL",NA
"559","SAINT MARY AFRICAN METHODIST EPISCOPAL ZION CHURCH","","1339 C STREET NORTHEAST",-76.9863434843849,38.8934221678118,743,"CHRISTIAN",401184.9375,136174.328125,"CHURCHES",1,"",NA,"EPISCOPAL",NA
"560","SAINT MATTHEWS BAPTIST CHURCH","","1105 NEW JERSEY AVENUE SOUTHEAST",-77.0048555907578,38.8772369704563,731,"CHRISTIAN",399578.875,134377.578125,"CHURCHES",1,"",NA,"BAPTIST",NA
"561","SAINT PAUL'S ROCK CREEK EPISCOPAL PARISH","STPAULSROCKCREEK.ORG","ROCK CREEK CHURCH ROAD AND WEBSTER STREET NORTHWEST",-77.0120881627234,38.946841025698,740,"CHRISTIAN",398952.3125,142104.25,"CHURCHES",1,"",NA,"EPISCOPAL",NA
"562","SAINT PAUL AFRICAN METHODIST EPISCOPAL CHURCH","","4901 14TH STREET NORTHWEST",-77.0330369375644,38.9500526676503,730,"CHRISTIAN",397136.46875,142461.234375,"CHURCHES",1,"",NA,"EPISCOPAL",NA
"563","SAINT PETERS ON CAPITOL HILL","","313 2ND STREET SOUTHEAST",-77.0038805645913,38.8858130839554,774,"CHRISTIAN",399663.53125,135329.578125,"CHURCHES",1,"",NA,"CATHOLIC",NA
"564","Saint Phillip Baptist","<Null>","1001 NORTH CAPITOL STREET NE",-77.0087422700491,38.9028263429452,645,"CHRISTIAN",399241.89,137218.22,"CHURCHES",1,"pow_347",285738,"BAPTIST",NA
"565","SAINT THOMAS APOSTLE CATHOLIC","STTHOMASAPOSTLEDC.ORG","2665 WOODLEY ROAD NORTHWEST",-77.0549929802963,38.9261280262086,725,"CHRISTIAN",395231.65625,139806.296875,"CHURCHES",1,"",NA,"CATHOLIC",NA
"566","SALEM BAPTIST CHURCH","SALEMBAPTISTCHURCHDC.ORG","917 N ST NW",-77.0249860711927,38.9075637423854,41,"CHRISTIAN",397833.04,137744.37,"CHURCHES",1,"",NA,"BAPTIST",NA
"567","SARGENT MEMORIAL PRESBYTERIAN","SARGENT-MEMORIAL-PC.COM","5109 NANNIE HELEN BURROUGHS AVENUE NE",-76.9268668334822,38.8980841200172,306,"CHRISTIAN",406344.22,136694.3,"CHURCHES",1,"",NA,"PRESBYTERIAN",NA
"568","SCRIPTURE CATHEDRAL","SCRIPTURECATHEDRAL.COM","810 O ST NW",-77.0236706954178,38.908305313237,28,"CHRISTIAN",397947.15,137826.66,"CHURCHES",1,"",NA,"CATHOLIC",NA
"569","SEAN BETHEL","MISTERBETHEL.COM","1920 BLADENSBURG RD NE",-76.97379185423,38.9164258815339,527,"CHRISTIAN",402273.07,138728.17,"CHURCHES",1,"",NA,"",""
"570","SECOND BAPTIST CHURCH","SECONDBAPTISTCHURCHDC.ORG","816 3RD ST NW",-77.0155409624833,38.9007822705252,43,"CHRISTIAN",398652.13,136991.39,"CHURCHES",1,"",NA,"BAPTIST",NA
"571","SECOND CHURCH OF GOD","","1530 NEW JERSEY AVE NW",-77.017020069945,38.9105441443809,44,"CHRISTIAN",398524.03,138075.06,"CHURCHES",1,"",NA,"",""
"572","SECOND NEW SAINT PAUL BAPTIST CHURCH","SNSPBC.ORG","2400 FRANKLIN STREET NORTHEAST",-76.9718473493545,38.9258027903806,747,"CHRISTIAN",402441.375,139769.140625,"CHURCHES",1,"",NA,"BAPTIST",NA
"573","SECOND NEW ST LUKE BAPTIST CHR","","4918 NANNIE HELEN BURROUGHS AV",-76.9307942759566,38.8986721464627,270,"CHRISTIAN",406003.48,136759.31,"CHURCHES",1,"",NA,"BAPTIST",NA
"574","SECOND NEW ST PAUL BAPTIST","SNSPBC.ORG","2400 FRANKLIN ST NE",-76.971692976981,38.9258030593767,203,"CHRISTIAN",402454.77,139769.17,"CHURCHES",1,"",NA,"BAPTIST",NA
"575","Second Refreshing Church of God in Christ","","4407 LEE STREET NE",-76.9380967391732,38.9048446282055,636,"CHRISTIAN",405369.56,137444.05,"CHURCHES",1,"pow_474",22292,"",""
"576","SECOND ST JAMES BAPTIST CHURCH","","2301 MINNESOTA AVE SE",-76.9727940152064,38.8721838387267,225,"CHRISTIAN",402361.07,133816.98,"CHURCHES",1,"",NA,"BAPTIST",NA
"577","SECOND UNION BAPTIST CHURCH","SECONDUNIONBAPTISTCHURCH.ORG","1107 DELAWARE AVE SW",-77.0141328221372,38.8771514921248,519,"CHRISTIAN",398773.87,134368.17,"CHURCHES",1,"",NA,"BAPTIST",NA
"578","SECRETARIAT REGISTRIES CHR","","3339 MASSACHUSETTS AVE NW",-77.0656912242305,38.9246725228814,580,"CHRISTIAN",394303.86,139645.34,"CHURCHES",1,"",NA,"",""
"579","SEEKERS CHURCH","SEEKERSCHURCH.ORG","276 CARROLL ST NW",-77.0162406510255,38.9748530761729,433,"CHRISTIAN",398592.9,145213.91,"CHURCHES",1,"",NA,"",""
"580","SERBIAN","","1717 MASSACHUSETTS AVE NW",-77.0395098597747,38.9087216301384,592,"CHRISTIAN",396573.38,137873.35,"CHURCHES",1,"",NA,"",""
"581","SERVANTS OF THE LORD","","1326 QUINCY ST NE",-76.9873793103257,38.9374894911401,299,"CHRISTIAN",401094.39,141066.16,"CHURCHES",1,"",NA,"",""
"582","SERVANTS OF THE LORD","SSVMUSA.ORG","28 15TH ST SE",-76.9834759558511,38.8889121690765,115,"CHRISTIAN",401433.78,135673.73,"CHURCHES",1,"",NA,"CATHOLIC","CATHOLIC"
"583","SEVENTH CHR-CHRIST SCIENTIST","ADHERENTSOFTRUTH.ORG","1204 47TH PL NE",-76.9349559429129,38.9064400128771,247,"CHRISTIAN",405641.86,137621.34,"CHURCHES",1,"",NA,"SEVENTH DAY ADVENTIST",NA
"584","SEVENTH PILLAR","SEVENTHPILLAR.NET","2707 ADAMS MILL RD NW",-77.0443200608103,38.9243865687579,159,"CHRISTIAN",396157.02,139612.48,"CHURCHES",1,"",NA,"SEVENTH DAY ADVENTIST",NA
"585","SEVENTH SON","TIMOHYNES.COM","2605 39TH S",-77.0771248818942,38.9239913534306,547,"CHRISTIAN",393312.34,139570.5,"CHURCHES",1,"",NA,"SEVENTH DAY ADVENTIST",NA
"586","SEVENTH WAVE","","114 12TH ST NE",-76.9905223649023,38.8908536277947,525,"CHRISTIAN",400822.43,135889.16,"CHURCHES",1,"",NA,"SEVENTH DAY ADVENTIST",NA
"587","SGI BUDDHIST ASSN","SGI-VA.ORG","3417 MASSACHUSETTS AVE NW",-77.0680373012113,38.9253650915414,194,"BUDDHIST",394100.48,139722.37,"CHURCHES",1,"",NA,NA,NA
"588","SHAMBHALA MEDITATION CENTER OF WASHINGTON DISTRICT OF COLUMBIA","","3520 CONNECTICUT AVENUE NORTHWEST",-77.0592903960045,38.9362494192593,723,"BUDDHIST",394859.75,140930.09375,"TEMPLES",1,"",NA,NA,NA
"589","SHAMMAH MINISTRIES INC","","4836 7TH ST NW",-77.022216420641,38.9495851099342,496,"CHRISTIAN",398074.4,142409.04,"CHURCHES",1,"",NA,"",""
"590","SHARON BAPTIST CHURCH","","3825 26TH ST NE",-76.9697949889834,38.9369451415971,178,"CHRISTIAN",402618.94,141006.09,"CHURCHES",1,"",NA,"BAPTIST",NA
"591","SHEPHERD PARK CHRISTIAN CHURCH","SHEPHERDPARKCHRISTIANCHURCH.ORG","7900 EASTERN AVE NW",-77.0287932566939,38.985668092874,462,"CHRISTIAN",397505.56,146414.75,"CHURCHES",1,"",NA,"DISCIPLES OF CHRIST","DISCIPLES OF CHRIST"
"592","Shepherd Park Church Of God","","7239 GEORGIA AVENUE NW",-77.0261242923253,38.9781709083386,719,"CHRISTIAN",397736.56,145582.42,"CHURCHES",1,"pow_950",254714,"",""
"593","SHILOH BAPTIST CHURCH","SHILOHBAPTIST.ORG","1500 9TH ST NW",-77.0243294663934,38.909916590801,19,"CHRISTIAN",397890.06,138005.54,"CHURCHES",1,"",NA,"BAPTIST",NA
"594","SHRINE-THE MOST BLESSED SCRMNT","BLESSEDSACRAMENTDC.ORG","3630 QUESADA ST NW",-77.0751373301265,38.9684271882059,477,"CHRISTIAN",393488.75,144503.13,"CHURCHES",1,"",NA,"CATHOLIC","CATHOLIC"
"595","SHRINE OF THE SACRED HEART","SACREDHEARTDC.ORG","3211 SACRED HEART WAY NORTHWEST",-77.0356896374416,38.9310885208044,763,"CHRISTIAN",396905.6875,140356.125,"CHURCHES",1,"",NA,"CATHOLIC",NA
"596","Sikh Cultural Society - Sikh Temple","","3801 MASSACHUSETTS AVENUE NW",-77.0747170883911,38.9302542395861,708,"SIKHISM",393521.7,140265.56,"TEMPLES",1,"pow_965",222174,NA,NA
"597","SIMPSON-HAMLINE UNITED MTHDST","","4501 16TH ST NW",-77.0357600628227,38.9454674892012,402,"CHRISTIAN",396900.21,141952.32,"CHURCHES",1,"",NA,"METHODIST",NA
"598","SIXTH PRESBYTERIAN CHURCH","","5413 16TH ST NW",-77.0359242922605,38.9559238848941,487,"CHRISTIAN",396886.43,143113.08,"CHURCHES",1,"",NA,"PRESBYTERIAN",NA
"599","SOCIETY-THE HOLY CHILD JESUS","","611 N ST NW",-77.0205616326834,38.9074792958203,539,"CHRISTIAN",398216.79,137734.9,"CHURCHES",1,"",NA,"",""
"600","SONS-DAUGHTERS IN CHRIST A M E","","345 ELM ST NW",-77.0174505698063,38.9175033819653,35,"CHRISTIAN",398486.84,138847.6,"CHURCHES",1,"",NA,"METHODIST",NA
"601","SOUL SAVING CTR OF CHRIST","SSCOCINC.ORG","909 43RD PL NE",-76.940084403983,38.9021551385678,381,"CHRISTIAN",405197.35,137145.38,"CHURCHES",1,"",NA,"CHURCH OF GOD – CONGREGATIONALIST","CHURCH OF GOD – CONGREGATIONALIST"
"602","SOUTHEAST BAPTIST TABERNACLE","","4101 1ST ST SE",-77.0061056619826,38.8300563757626,514,"CHRISTIAN",399470.05,129140.2,"CHURCHES",1,"",NA,"BAPTIST",NA
"603","SOUTHEAST CHRISTIAN FELLOWSHIP","SECF3140.ORG","3140 Q ST SE",-76.9609834437755,38.8707889616808,324,"CHRISTIAN",403386.03,133662.51,"CHURCHES",1,"",NA,"BRETHERN","BRETHERN"
"604","SOUTHEAST MINISTRY","SEMINISTRYDC.ORG","3111 MARTIN LUTHER KING JR AVE",-76.9997421791441,38.8435875976433,515,"CHRISTIAN",400022.58,130642.24,"CHURCHES",1,"",NA,"",""
"605","SOUTHERN BAPTIST CHURCH","SOUTHERNBAPTISTPWC.COM","134 L ST NW",-77.013341059009,38.9034943281861,39,"CHRISTIAN",398843,137292.42,"CHURCHES",1,"",NA,"BAPTIST",NA
"606","SOUTHERN FRIENDSHIP BAPTIST","","2600 MINNESOTA AVE SE",-76.9693825941877,38.8744713086857,607,"CHRISTIAN",402657.02,134071,"CHURCHES",1,"",NA,"BAPTIST",NA
"607","SOUTHWEST CHURCH OF CHRIST","13THSTCOC.WORDPRESS.COM","3100 13TH ST NW",-77.0300126509394,38.9288965387663,140,"CHRISTIAN",397397.84,140112.62,"CHURCHES",1,"",NA,"CHURCH OF CHRIST – CONREGATIONALIST","CHURCH OF CHRIST – CONREGATIONALIST"
"608","SPANISH CATHOLIC CTR","CATHOLICCHARITIESDC.ORG","1618 MONROE ST NW",-77.0373966244729,38.9327394261404,141,"CHRISTIAN",396757.76,140539.45,"CHURCHES",1,"",NA,"CATHOLIC",NA
"609","SPIRIT OF THE LORD BAPTIST CHR","","2385 RHODE ISLAND AVE NE",-76.9723718591038,38.9306389749088,267,"CHRISTIAN",402395.74,140305.98,"CHURCHES",1,"",NA,"BAPTIST",NA
"610","SPLIT THIS ROCK INC","SPLITTHISROCK.ORG","1301 CONNECTICUT AVE NW # 600",-77.0419653628825,38.9076188728197,593,"CHRISTIAN",396360.35,137751.03,"CHURCHES",1,"",NA,"",""
"611","SPRINGFIELD BAPTIST CHURCH","SPRINGFIELDDC.ORG","508 P ST NW",-77.0195738386094,38.9093246451853,18,"CHRISTIAN",398302.51,137939.73,"CHURCHES",1,"",NA,"BAPTIST",NA
"612","ST ALOYSIUS PARISH","STALSCHURCHDC.ORG","19 EYE ST NW",-77.0096623160506,38.9015641996723,21,"CHRISTIAN",399162.07,137078.12,"CHURCHES",1,"",NA,"CATHOLIC",NA
"613","ST ANTHONYS CATHOLIC CHURCH","","1029 MONROE ST NE",-76.9916874988878,38.9322996533562,233,"CHRISTIAN",400720.93,140490,"CHURCHES",1,"",NA,"CATHOLIC",NA
"614","ST DOMINICS CHURCH","STDOMINICCHURCH.ORG","630 E ST SW",-77.0209070224916,38.8829882741979,506,"CHRISTIAN",398186.21,135016.21,"CHURCHES",1,"",NA,"CATHOLIC",NA
"615","ST GABRIEL CATHOLIC CHURCH","SGDC.ORG","26 GRANT CIR NW",-77.0201966029312,38.943683069643,457,"CHRISTIAN",398249.34,141753.82,"CHURCHES",1,"",NA,"CATHOLIC",NA
"616","ST GEORGE'S EPISCOPAL CHURCH","STGEORGESDC.ORG","160 U ST NW",-77.0141858701593,38.9167431603755,22,"CHRISTIAN",398769.95,138763.16,"CHURCHES",1,"",NA,"EPISCOPAL",NA
"617","ST GEORGE ANTIOCHIAN ORTHODOX","SAINTGEORGE.ORG","4335 16TH ST NW",-77.0359544040294,38.9438015272118,458,"CHRISTIAN",396883.29,141767.39,"CHURCHES",1,"",NA,"EASTERN ORTHODOX",NA
"618","ST JAMES APOSTLE CHURCH","","1819 15TH ST NW",-77.0342695470324,38.9147378843447,160,"CHRISTIAN",397028.14,138541.02,"CHURCHES",1,"",NA,"",""
